transaction_id,amount,transaction_hour,failed_attempts,new_device,unusual_location,transaction_count_1hr,fraud
820,48262,5,4,1,1,12,1
821,38815,14,4,0,1,5,1
822,34866,14,1,1,0,7,1
823,45156,18,1,0,1,9,1
824,17150,10,4,0,0,11,1
825,21999,22,4,0,0,9,1
826,4594,1,3,1,0,9,0
827,37794,13,2,0,0,6,1
828,45593,1,1,0,1,10,1
829,42833,3,2,1,1,6,1
830,26707,16,3,1,0,3,0
831,36237,2,4,1,0,1,1
832,47248,12,5,1,0,7,1
833,7289,8,2,0,0,4,0
834,14539,6,4,0,1,1,1
835,49451,14,4,0,0,8,1
836,43175,22,0,0,1,12,1
837,49972,10,2,0,0,6,1
838,28588,19,5,1,0,6,1
839,32099,1,2,0,0,2,1
840,37181,14,4,0,0,1,1
841,42994,13,5,0,1,13,1
842,8477,19,3,1,1,14,1
843,41398,21,0,1,1,14,1
844,24335,10,4,0,0,2,1
845,37676,2,1,1,0,4,1
846,42858,16,1,1,1,2,1
847,22978,11,0,1,1,1,1
848,19248,23,3,1,0,7,0
849,19808,20,4,1,0,11,1
850,15304,14,2,1,1,11,1
851,44288,15,0,1,0,12,1
852,1302,4,3,0,0,8,0
853,39814,19,2,0,1,6,1
854,12223,5,1,1,0,4,0
855,37491,18,1,0,1,14,1
856,26748,4,2,0,0,6,0
857,15831,2,0,1,1,3,1
858,13101,0,1,0,0,12,1
859,39699,5,4,1,1,8,1
860,6999,14,5,1,1,10,1
861,42339,1,2,1,1,14,1
862,8067,2,2,0,1,13,1
863,6991,16,1,0,0,13,1
864,25984,23,0,0,0,2,0
865,23436,11,4,0,1,5,1
866,10259,17,0,1,0,1,0
867,17765,14,3,1,0,6,0
868,28970,11,3,0,0,2,0
869,31753,15,5,1,0,4,1
870,42368,7,1,1,0,6,1
871,4687,13,1,0,1,10,1
872,4904,16,1,1,1,11,1
873,43138,20,5,0,1,8,1
874,37710,7,3,1,1,12,1
875,39861,14,0,0,0,8,1
876,49339,13,5,1,0,11,1
877,19906,17,5,1,1,6,1
878,21883,19,0,0,0,4,0
879,20013,6,1,0,0,8,0
880,36982,2,4,0,1,13,1
881,27219,11,0,0,0,8,0
882,7991,20,3,1,1,10,1
883,14438,23,2,1,1,14,1
884,5619,2,2,0,0,1,0
885,4350,19,5,1,0,4,1
886,39087,13,2,0,1,4,1
887,36636,14,4,0,1,7,1
888,12065,13,1,1,0,14,1
889,45052,6,3,1,1,14,1
890,6304,16,4,0,1,11,1
891,17194,11,3,0,1,7,0
892,24264,19,3,0,0,13,1
893,40168,3,1,1,1,11,1
894,15233,8,5,1,0,8,1
895,6288,5,2,1,1,11,1
896,6140,15,1,1,0,5,0
897,11687,21,4,0,1,7,1
898,22465,21,5,0,0,8,1
899,24121,20,4,0,0,9,1
900,45465,20,5,0,0,3,1
901,42729,1,4,0,1,3,1
902,41290,23,1,0,1,4,1
903,18321,7,5,1,1,5,1
904,36084,10,5,1,0,10,1
905,33484,12,3,0,1,1,1
906,4238,16,3,0,0,7,0
907,49873,7,0,1,1,9,1
908,10211,20,4,1,0,8,1
909,28782,17,3,1,0,5,0
910,11364,17,0,1,0,14,1
911,24004,13,3,0,1,14,1
912,21558,14,4,0,1,4,1
913,22019,5,5,0,1,12,1
914,45709,10,2,0,0,7,1
915,37595,12,4,0,0,5,1
916,36718,0,1,1,1,7,1
917,23111,5,3,0,1,12,1
918,13766,8,3,1,1,1,1
919,39799,7,5,0,0,1,1
920,39194,10,1,0,0,10,1
921,16957,21,5,0,0,14,1
922,18827,18,1,0,0,13,1
923,27743,23,2,0,0,3,0
924,42978,8,3,1,1,14,1
925,26379,16,3,1,0,11,1
926,46942,11,2,1,0,2,1
927,16332,13,0,0,0,2,0
928,23674,14,5,0,0,7,1
929,23371,15,2,1,0,12,1
930,10538,21,5,0,1,10,1
931,22624,21,4,0,0,2,1
932,5290,19,3,1,0,11,1
933,43271,0,5,0,0,4,1
934,10528,9,1,1,1,2,1
935,45212,7,5,0,1,6,1
936,19312,17,4,1,1,8,1
937,4482,0,3,0,0,10,1
938,29771,1,2,0,1,4,0
939,13618,0,4,1,0,5,1
940,14228,0,3,0,0,4,0
941,22245,8,5,0,1,3,1
942,352,12,0,1,0,5,0
943,17072,0,0,0,0,14,1
944,105,12,1,1,0,9,0
945,45831,19,3,0,1,8,1
946,8767,21,0,0,0,8,0
947,28749,6,2,0,0,8,0
948,8200,1,3,0,1,12,1
949,2175,5,2,1,0,8,0
950,44297,6,2,0,0,7,1
951,48563,13,0,1,1,8,1
952,16798,17,3,0,0,11,1
953,39627,14,5,0,0,14,1
954,4671,1,4,0,0,8,1
955,15084,9,0,0,0,13,1
956,46441,22,0,1,0,14,1
957,5176,11,5,1,1,8,1
958,5172,16,3,1,1,12,1
959,18080,7,3,1,1,10,1
960,17352,10,2,0,1,7,0
961,19231,2,5,1,0,12,1
962,38688,5,5,1,0,1,1
963,1581,8,3,0,0,4,0
964,40990,5,2,0,0,13,1
965,40491,8,0,0,0,13,1
966,23383,6,1,0,1,4,0
967,39700,8,4,1,1,5,1
968,34724,17,0,1,0,10,1
969,35904,11,3,0,0,6,1
970,46321,7,4,0,0,4,1
971,8202,7,1,0,1,2,0
972,38568,17,1,1,0,6,1
973,45590,19,2,1,0,8,1
974,10317,14,4,0,0,8,1
975,25339,6,2,0,1,7,0
976,1112,10,0,1,0,6,0
977,29976,19,5,0,1,2,1
978,6279,15,5,0,1,7,1
979,49327,3,5,1,1,11,1
980,47965,5,4,0,1,12,1
981,4682,21,5,1,1,14,1
982,39106,2,0,0,1,14,1
983,3646,8,2,0,0,5,0
984,44293,9,4,1,0,6,1
985,6218,13,2,1,0,10,1
986,42613,10,4,0,1,8,1
987,7611,17,2,1,0,14,1
988,8308,21,1,0,1,8,0
989,16666,11,2,0,1,3,0
990,26784,22,5,1,1,12,1
991,6421,11,1,0,0,12,1
992,26119,12,2,0,1,14,1
993,14419,12,4,1,1,7,1
994,12960,18,4,1,0,1,1
995,7993,18,4,0,0,1,1
996,12249,22,3,1,1,7,1
997,15778,13,0,1,1,10,1
998,23325,3,4,1,0,9,1
999,6788,12,1,1,0,7,0
1000,15963,7,4,0,0,10,1
